class,type,name,showif,value,label,optional,,
mc_vertical answer_below_label,text,asistencia_P20,count_IN02> 9,,¿En qué año el/la niño/a comenzó a asistir o ser atendido/a en `r institucion_P20`?,,,
,submit,inst_04,,,Siguiente,,,
mc_vertical answer_below_label,mc_multiple tipo_cuidado,tipo_cuidado_P01,,,"Durante el último mes, ¿qué tipo(s) de cuidado o apoyo recibió el/la niño/a en `r institucion_P01`?",,,
answer_below_label,text,tipo_cuidado_esp_P01,"tipo_cuidado_P01==7 | tipo_cuidado_P01 %contains_word% ""7""",,Especifique,,,
mc_vertical answer_below_label,mc_multiple tipo_cuidado,tipo_cuidado_P02,count_IN > 1,,"Durante el último mes, ¿qué tipo(s) de cuidado o apoyo recibió el/la niño/a en `r institucion_P02`?",,,
answer_below_label,text,tipo_cuidado_esp_P02,"tipo_cuidado_P02==7 | tipo_cuidado_P02 %contains_word% ""7""",,Especifique,,,
mc_vertical answer_below_label,mc_multiple tipo_cuidado,tipo_cuidado_P03,count_IN > 2,,"Durante el último mes, ¿qué tipo(s) de cuidado o apoyo recibió el/la niño/a en `r institucion_P03`?",,,
answer_below_label,text,tipo_cuidado_esp_P03,"tipo_cuidado_P03==7 | tipo_cuidado_P03 %contains_word% ""7""",,Especifique,,,
mc_vertical answer_below_label,mc_multiple tipo_cuidado,tipo_cuidado_P04,count_IN > 3,,"Durante el último mes, ¿qué tipo(s) de cuidado o apoyo recibió el/la niño/a en `r institucion_P04`?",,,
answer_below_label,text,tipo_cuidado_esp_P04,"tipo_cuidado_P04==7 | tipo_cuidado_P04 %contains_word% ""7""",,Especifique,,,
mc_vertical answer_below_label,mc_multiple tipo_cuidado,tipo_cuidado_P05,count_IN > 4,,"Durante el último mes, ¿qué tipo(s) de cuidado o apoyo recibió el/la niño/a en `r institucion_P05`?",,,
answer_below_label,text,tipo_cuidado_esp_P05,"tipo_cuidado_P05==7 | tipo_cuidado_P05 %contains_word% ""7""",,Especifique,,,
mc_vertical answer_below_label,mc_multiple tipo_cuidado,tipo_cuidado_P06,count_IN > 5,,"Durante el último mes, ¿qué tipo(s) de cuidado o apoyo recibió el/la niño/a en `r institucion_P06`?",,,
answer_below_label,text,tipo_cuidado_esp_P06,"tipo_cuidado_P06==7 | tipo_cuidado_P06 %contains_word% ""7""",,Especifique,,,
mc_vertical answer_below_label,mc_multiple tipo_cuidado,tipo_cuidado_P07,count_IN > 6,,"Durante el último mes, ¿qué tipo(s) de cuidado o apoyo recibió el/la niño/a en `r institucion_P07`?",,,
answer_below_label,text,tipo_cuidado_esp_P07,"tipo_cuidado_P07==7 | tipo_cuidado_P07 %contains_word% ""7""",,Especifique,,,
mc_vertical answer_below_label,mc_multiple tipo_cuidado,tipo_cuidado_P08,count_IN > 7,,"Durante el último mes, ¿qué tipo(s) de cuidado o apoyo recibió el/la niño/a en `r institucion_P08`?",,,
answer_below_label,text,tipo_cuidado_esp_P08,"tipo_cuidado_P08==7 | tipo_cuidado_P08 %contains_word% ""7""",,Especifique,,,
mc_vertical answer_below_label,mc_multiple tipo_cuidado,tipo_cuidado_P09,count_IN > 8,,"Durante el último mes, ¿qué tipo(s) de cuidado o apoyo recibió el/la niño/a en `r institucion_P09`?",,,
answer_below_label,text,tipo_cuidado_esp_P09,"tipo_cuidado_P09==7 | tipo_cuidado_P09 %contains_word% ""7""",,Especifique,,,
mc_vertical answer_below_label,mc_multiple tipo_cuidado,tipo_cuidado_P10,count_IN > 9,,"Durante el último mes, ¿qué tipo(s) de cuidado o apoyo recibió el/la niño/a en `r institucion_P10`?",,,
answer_below_label,text,tipo_cuidado_esp_P10,"tipo_cuidado_P10==7 | tipo_cuidado_P10 %contains_word% ""7""",,Especifique,,,
mc_vertical answer_below_label,mc_multiple tipo_cuidado,tipo_cuidado_P11,count_IN > 10,,"Durante el último mes, ¿qué tipo(s) de cuidado o apoyo recibió el/la niño/a en `r institucion_P11`?",,,
answer_below_label,text,tipo_cuidado_esp_P11,"tipo_cuidado_P11==7 | tipo_cuidado_P11 %contains_word% ""7""",,Especifique,,,
mc_vertical answer_below_label,mc_multiple tipo_cuidado,tipo_cuidado_P12,count_IN02> 1,,"Durante el último mes, ¿qué tipo(s) de cuidado o apoyo recibió el/la niño/a en `r institucion_P12`?",,,
answer_below_label,text,tipo_cuidado_esp_P12,"tipo_cuidado_P12==7 | tipo_cuidado_P12 %contains_word% ""7""",,Especifique,,,
mc_vertical answer_below_label,mc_multiple tipo_cuidado,tipo_cuidado_P13,count_IN02> 2,,"Durante el último mes, ¿qué tipo(s) de cuidado o apoyo recibió el/la niño/a en `r institucion_P13`?",,,
answer_below_label,text,tipo_cuidado_esp_P13,"tipo_cuidado_P13==7 | tipo_cuidado_P13 %contains_word% ""7""",,Especifique,,,
mc_vertical answer_below_label,mc_multiple tipo_cuidado,tipo_cuidado_P14,count_IN02> 3,,"Durante el último mes, ¿qué tipo(s) de cuidado o apoyo recibió el/la niño/a en `r institucion_P14`?",,,
answer_below_label,text,tipo_cuidado_esp_P14,"tipo_cuidado_P14==7 | tipo_cuidado_P14 %contains_word% ""7""",,Especifique,,,
mc_vertical answer_below_label,mc_multiple tipo_cuidado,tipo_cuidado_P15,count_IN02> 4,,"Durante el último mes, ¿qué tipo(s) de cuidado o apoyo recibió el/la niño/a en `r institucion_P15`?",,,
answer_below_label,text,tipo_cuidado_esp_P15,"tipo_cuidado_P15==7 | tipo_cuidado_P15 %contains_word% ""7""",,Especifique,,,
mc_vertical answer_below_label,mc_multiple tipo_cuidado,tipo_cuidado_P16,count_IN02> 5,,"Durante el último mes, ¿qué tipo(s) de cuidado o apoyo recibió el/la niño/a en `r institucion_P16`?",,,
answer_below_label,text,tipo_cuidado_esp_P16,"tipo_cuidado_P16==7 | tipo_cuidado_P16 %contains_word% ""7""",,Especifique,,,
mc_vertical answer_below_label,mc_multiple tipo_cuidado,tipo_cuidado_P17,count_IN02> 6,,"Durante el último mes, ¿qué tipo(s) de cuidado o apoyo recibió el/la niño/a en `r institucion_P17`?",,,
answer_below_label,text,tipo_cuidado_esp_P17,"tipo_cuidado_P17==7 | tipo_cuidado_P17 %contains_word% ""7""",,Especifique,,,
mc_vertical answer_below_label,mc_multiple tipo_cuidado,tipo_cuidado_P18,count_IN02> 7,,"Durante el último mes, ¿qué tipo(s) de cuidado o apoyo recibió el/la niño/a en `r institucion_P18`?",,,
answer_below_label,text,tipo_cuidado_esp_P18,"tipo_cuidado_P18==7 | tipo_cuidado_P18 %contains_word% ""7""",,Especifique,,,
mc_vertical answer_below_label,mc_multiple tipo_cuidado,tipo_cuidado_P19,count_IN02> 8,,"Durante el último mes, ¿qué tipo(s) de cuidado o apoyo recibió el/la niño/a en `r institucion_P19`?",,,
answer_below_label,text,tipo_cuidado_esp_P19,"tipo_cuidado_P19==7 | tipo_cuidado_P19 %contains_word% ""7""",,Especifique,,,
mc_vertical answer_below_label,mc_multiple tipo_cuidado,tipo_cuidado_P20,count_IN02> 9,,"Durante el último mes, ¿qué tipo(s) de cuidado o apoyo recibió el/la niño/a en `r institucion_P20`?",,,
answer_below_label,text,tipo_cuidado_esp_P20,"tipo_cuidado_P20==7 | tipo_cuidado_P20 %contains_word% ""7""",,Especifique,,,
,submit,inst_005,,,Siguiente,,,
mc_vertical answer_below_label,mc frecuencia_atencion,frecuencia_atencion_P01,,,"Durante el último mes, ¿con qué frecuencia el/la niño/a asistió o fue atendido/a en `r institucion_P01`?",,,
mc_vertical answer_below_label,mc frecuencia_atencion,frecuencia_atencion_P02,count_IN > 1,,"Durante el último mes, ¿con qué frecuencia el/la niño/a asistió o fue atendido/a en `r institucion_P02`?",,,
mc_vertical answer_below_label,mc frecuencia_atencion,frecuencia_atencion_P03,count_IN > 2,,"Durante el último mes, ¿con qué frecuencia el/la niño/a asistió o fue atendido/a en `r institucion_P03`?",,,
mc_vertical answer_below_label,mc frecuencia_atencion,frecuencia_atencion_P04,count_IN > 3,,"Durante el último mes, ¿con qué frecuencia el/la niño/a asistió o fue atendido/a en `r institucion_P04`?",,,
mc_vertical answer_below_label,mc frecuencia_atencion,frecuencia_atencion_P05,count_IN > 4,,"Durante el último mes, ¿con qué frecuencia el/la niño/a asistió o fue atendido/a en `r institucion_P05`?",,,
mc_vertical answer_below_label,mc frecuencia_atencion,frecuencia_atencion_P06,count_IN > 5,,"Durante el último mes, ¿con qué frecuencia el/la niño/a asistió o fue atendido/a en `r institucion_P06`?",,,
mc_vertical answer_below_label,mc frecuencia_atencion,frecuencia_atencion_P07,count_IN > 6,,"Durante el último mes, ¿con qué frecuencia el/la niño/a asistió o fue atendido/a en `r institucion_P07`?",,,
mc_vertical answer_below_label,mc frecuencia_atencion,frecuencia_atencion_P08,count_IN > 7,,"Durante el último mes, ¿con qué frecuencia el/la niño/a asistió o fue atendido/a en `r institucion_P08`?",,,
mc_vertical answer_below_label,mc frecuencia_atencion,frecuencia_atencion_P09,count_IN > 8,,"Durante el último mes, ¿con qué frecuencia el/la niño/a asistió o fue atendido/a en `r institucion_P09`?",,,
mc_vertical answer_below_label,mc frecuencia_atencion,frecuencia_atencion_P10,count_IN > 9,,"Durante el último mes, ¿con qué frecuencia el/la niño/a asistió o fue atendido/a en `r institucion_P10`?",,,
mc_vertical answer_below_label,mc frecuencia_atencion,frecuencia_atencion_P11,count_IN > 10,,"Durante el último mes, ¿con qué frecuencia el/la niño/a asistió o fue atendido/a en `r institucion_P11`?",,,
mc_vertical answer_below_label,mc frecuencia_atencion,frecuencia_atencion_P12,count_IN02> 1,,"Durante el último mes, ¿con qué frecuencia el/la niño/a asistió o fue atendido/a en `r institucion_P12`?",,,
mc_vertical answer_below_label,mc frecuencia_atencion,frecuencia_atencion_P13,count_IN02> 2,,"Durante el último mes, ¿con qué frecuencia el/la niño/a asistió o fue atendido/a en `r institucion_P13`?",,,
mc_vertical answer_below_label,mc frecuencia_atencion,frecuencia_atencion_P14,count_IN02> 3,,"Durante el último mes, ¿con qué frecuencia el/la niño/a asistió o fue atendido/a en `r institucion_P14`?",,,
mc_vertical answer_below_label,mc frecuencia_atencion,frecuencia_atencion_P15,count_IN02> 4,,"Durante el último mes, ¿con qué frecuencia el/la niño/a asistió o fue atendido/a en `r institucion_P15`?",,,
mc_vertical answer_below_label,mc frecuencia_atencion,frecuencia_atencion_P16,count_IN02> 5,,"Durante el último mes, ¿con qué frecuencia el/la niño/a asistió o fue atendido/a en `r institucion_P16`?",,,
mc_vertical answer_below_label,mc frecuencia_atencion,frecuencia_atencion_P17,count_IN02> 6,,"Durante el último mes, ¿con qué frecuencia el/la niño/a asistió o fue atendido/a en `r institucion_P17`?",,,
mc_vertical answer_below_label,mc frecuencia_atencion,frecuencia_atencion_P18,count_IN02> 7,,"Durante el último mes, ¿con qué frecuencia el/la niño/a asistió o fue atendido/a en `r institucion_P18`?",,,
mc_vertical answer_below_label,mc frecuencia_atencion,frecuencia_atencion_P19,count_IN02> 8,,"Durante el último mes, ¿con qué frecuencia el/la niño/a asistió o fue atendido/a en `r institucion_P19`?",,,
mc_vertical answer_below_label,mc frecuencia_atencion,frecuencia_atencion_P20,count_IN02> 9,,"Durante el último mes, ¿con qué frecuencia el/la niño/a asistió o fue atendido/a en `r institucion_P20`?",,,
,submit,inst_06,,,Siguiente,,,
mc_vertical answer_below_label,mc horas_atencion,horas_atencion_P01,,,"En los días que el/la niño/a asistió o fue atendido/a en `r institucion_P01`, ¿cuántas horas aproximadamente permaneció ahí?",,,
mc_vertical answer_below_label,mc horas_atencion,horas_atencion_P02,count_IN > 1,,"En los días que el/la niño/a asistió o fue atendido/a en `r institucion_P02`, ¿cuántas horas aproximadamente permaneció ahí?",,,
mc_vertical answer_below_label,mc horas_atencion,horas_atencion_P03,count_IN > 2,,"En los días que el/la niño/a asistió o fue atendido/a en `r institucion_P03`, ¿cuántas horas aproximadamente permaneció ahí?",,,
mc_vertical answer_below_label,mc horas_atencion,horas_atencion_P04,count_IN > 3,,"En los días que el/la niño/a asistió o fue atendido/a en `r institucion_P04`, ¿cuántas horas aproximadamente permaneció ahí?",,,
mc_vertical answer_below_label,mc horas_atencion,horas_atencion_P05,count_IN > 4,,"En los días que el/la niño/a asistió o fue atendido/a en `r institucion_P05`, ¿cuántas horas aproximadamente permaneció ahí?",,,
mc_vertical answer_below_label,mc horas_atencion,horas_atencion_P06,count_IN > 5,,"En los días que el/la niño/a asistió o fue atendido/a en `r institucion_P06`, ¿cuántas horas aproximadamente permaneció ahí?",,,
mc_vertical answer_below_label,mc horas_atencion,horas_atencion_P07,count_IN > 6,,"En los días que el/la niño/a asistió o fue atendido/a en `r institucion_P07`, ¿cuántas horas aproximadamente permaneció ahí?",,,
mc_vertical answer_below_label,mc horas_atencion,horas_atencion_P08,count_IN > 7,,"En los días que el/la niño/a asistió o fue atendido/a en `r institucion_P08`, ¿cuántas horas aproximadamente permaneció ahí?",,,
mc_vertical answer_below_label,mc horas_atencion,horas_atencion_P09,count_IN > 8,,"En los días que el/la niño/a asistió o fue atendido/a en `r institucion_P09`, ¿cuántas horas aproximadamente permaneció ahí?",,,
mc_vertical answer_below_label,mc horas_atencion,horas_atencion_P10,count_IN > 9,,"En los días que el/la niño/a asistió o fue atendido/a en `r institucion_P10`, ¿cuántas horas aproximadamente permaneció ahí?",,,
mc_vertical answer_below_label,mc horas_atencion,horas_atencion_P11,count_IN > 10,,"En los días que el/la niño/a asistió o fue atendido/a en `r institucion_P11`, ¿cuántas horas aproximadamente permaneció ahí?",,,
mc_vertical answer_below_label,mc horas_atencion,horas_atencion_P12,count_IN02> 1,,"En los días que el/la niño/a asistió o fue atendido/a en `r institucion_P12`, ¿cuántas horas aproximadamente permaneció ahí?",,,
mc_vertical answer_below_label,mc horas_atencion,horas_atencion_P13,count_IN02> 2,,"En los días que el/la niño/a asistió o fue atendido/a en `r institucion_P13`, ¿cuántas horas aproximadamente permaneció ahí?",,,
mc_vertical answer_below_label,mc horas_atencion,horas_atencion_P14,count_IN02> 3,,"En los días que el/la niño/a asistió o fue atendido/a en `r institucion_P14`, ¿cuántas horas aproximadamente permaneció ahí?",,,
mc_vertical answer_below_label,mc horas_atencion,horas_atencion_P15,count_IN02> 4,,"En los días que el/la niño/a asistió o fue atendido/a en `r institucion_P15`, ¿cuántas horas aproximadamente permaneció ahí?",,,
mc_vertical answer_below_label,mc horas_atencion,horas_atencion_P16,count_IN02> 5,,"En los días que el/la niño/a asistió o fue atendido/a en `r institucion_P16`, ¿cuántas horas aproximadamente permaneció ahí?",,,
mc_vertical answer_below_label,mc horas_atencion,horas_atencion_P17,count_IN02> 6,,"En los días que el/la niño/a asistió o fue atendido/a en `r institucion_P17`, ¿cuántas horas aproximadamente permaneció ahí?",,,
mc_vertical answer_below_label,mc horas_atencion,horas_atencion_P18,count_IN02> 7,,"En los días que el/la niño/a asistió o fue atendido/a en `r institucion_P18`, ¿cuántas horas aproximadamente permaneció ahí?",,,
mc_vertical answer_below_label,mc horas_atencion,horas_atencion_P19,count_IN02> 8,,"En los días que el/la niño/a asistió o fue atendido/a en `r institucion_P19`, ¿cuántas horas aproximadamente permaneció ahí?",,,
