class,type,name,showif,value,label,optional,,
mc_vertical answer_below_label,mc si_no,contact83,person >= 12 & !is.na(person_name05) & nzchar(trimws(person_name05)) & !is.na(person_name12) & nzchar(trimws(person_name12)),,¿`r person_name05` y `r person_name12` se conocen?,,,
mc_vertical answer_below_label,mc si_no,contact84,person >= 13 & !is.na(person_name05) & nzchar(trimws(person_name05)) & !is.na(person_name13) & nzchar(trimws(person_name13)),,¿`r person_name05` y `r person_name13` se conocen?,,,
mc_vertical answer_below_label,mc si_no,contact85,person >= 14 & !is.na(person_name05) & nzchar(trimws(person_name05)) & !is.na(person_name14) & nzchar(trimws(person_name14)),,¿`r person_name05` y `r person_name14` se conocen?,,,
mc_vertical answer_below_label,mc si_no,contact86,person >= 15 & !is.na(person_name05) & nzchar(trimws(person_name05)) & !is.na(person_name15) & nzchar(trimws(person_name15)),,¿`r person_name05` y `r person_name15` se conocen?,,,
mc_vertical answer_below_label,mc si_no,contact87,person >= 16 & !is.na(person_name05) & nzchar(trimws(person_name05)) & !is.na(person_name16) & nzchar(trimws(person_name16)),,¿`r person_name05` y `r person_name16` se conocen?,,,
mc_vertical answer_below_label,mc si_no,contact88,person >= 17 & !is.na(person_name05) & nzchar(trimws(person_name05)) & !is.na(person_name17) & nzchar(trimws(person_name17)),,¿`r person_name05` y `r person_name17` se conocen?,,,
mc_vertical answer_below_label,mc si_no,contact89,person >= 18 & !is.na(person_name05) & nzchar(trimws(person_name05)) & !is.na(person_name18) & nzchar(trimws(person_name18)),,¿`r person_name05` y `r person_name18` se conocen?,,,
mc_vertical answer_below_label,mc si_no,contact90,person >= 19 & !is.na(person_name05) & nzchar(trimws(person_name05)) & !is.na(person_name19) & nzchar(trimws(person_name19)),,¿`r person_name05` y `r person_name19` se conocen?,,,
mc_vertical answer_below_label,mc si_no,contact91,person >= 20 & !is.na(person_name05) & nzchar(trimws(person_name05)) & !is.na(person_name20) & nzchar(trimws(person_name20)),,¿`r person_name05` y `r person_name20` se conocen?,,,
mc_vertical answer_below_label,mc si_no,contact92,person >= 10 & !is.na(person_name06) & nzchar(trimws(person_name06)) & !is.na(person_name10) & nzchar(trimws(person_name10)),,¿`r person_name06` y `r person_name10` se conocen?,,,
mc_vertical answer_below_label,mc si_no,contact93,person >= 11 & !is.na(person_name06) & nzchar(trimws(person_name06)) & !is.na(person_name11) & nzchar(trimws(person_name11)),,¿`r person_name06` y `r person_name11` se conocen?,,,
mc_vertical answer_below_label,mc si_no,contact94,person >= 12 & !is.na(person_name06) & nzchar(trimws(person_name06)) & !is.na(person_name12) & nzchar(trimws(person_name12)),,¿`r person_name06` y `r person_name12` se conocen?,,,
mc_vertical answer_below_label,mc si_no,contact95,person >= 13 & !is.na(person_name06) & nzchar(trimws(person_name06)) & !is.na(person_name13) & nzchar(trimws(person_name13)),,¿`r person_name06` y `r person_name13` se conocen?,,,
mc_vertical answer_below_label,mc si_no,contact96,person >= 14 & !is.na(person_name06) & nzchar(trimws(person_name06)) & !is.na(person_name14) & nzchar(trimws(person_name14)),,¿`r person_name06` y `r person_name14` se conocen?,,,
mc_vertical answer_below_label,mc si_no,contact97,person >= 15 & !is.na(person_name06) & nzchar(trimws(person_name06)) & !is.na(person_name15) & nzchar(trimws(person_name15)),,¿`r person_name06` y `r person_name15` se conocen?,,,
mc_vertical answer_below_label,mc si_no,contact98,person >= 16 & !is.na(person_name06) & nzchar(trimws(person_name06)) & !is.na(person_name16) & nzchar(trimws(person_name16)),,¿`r person_name06` y `r person_name16` se conocen?,,,
mc_vertical answer_below_label,mc si_no,contact99,person >= 17 & !is.na(person_name06) & nzchar(trimws(person_name06)) & !is.na(person_name17) & nzchar(trimws(person_name17)),,¿`r person_name06` y `r person_name17` se conocen?,,,
mc_vertical answer_below_label,mc si_no,contact100,person >= 18 & !is.na(person_name06) & nzchar(trimws(person_name06)) & !is.na(person_name18) & nzchar(trimws(person_name18)),,¿`r person_name06` y `r person_name18` se conocen?,,,
mc_vertical answer_below_label,mc si_no,contact101,person >= 19 & !is.na(person_name06) & nzchar(trimws(person_name06)) & !is.na(person_name19) & nzchar(trimws(person_name19)),,¿`r person_name06` y `r person_name19` se conocen?,,,
mc_vertical answer_below_label,mc si_no,contact102,person >= 20 & !is.na(person_name06) & nzchar(trimws(person_name06)) & !is.na(person_name20) & nzchar(trimws(person_name20)),,¿`r person_name06` y `r person_name20` se conocen?,,,
mc_vertical answer_below_label,mc si_no,contact103,person >= 10 & !is.na(person_name07) & nzchar(trimws(person_name07)) & !is.na(person_name10) & nzchar(trimws(person_name10)),,¿`r person_name07` y `r person_name10` se conocen?,,,
mc_vertical answer_below_label,mc si_no,contact104,person >= 11 & !is.na(person_name07) & nzchar(trimws(person_name07)) & !is.na(person_name11) & nzchar(trimws(person_name11)),,¿`r person_name07` y `r person_name11` se conocen?,,,
mc_vertical answer_below_label,mc si_no,contact105,person >= 12 & !is.na(person_name07) & nzchar(trimws(person_name07)) & !is.na(person_name12) & nzchar(trimws(person_name12)),,¿`r person_name07` y `r person_name12` se conocen?,,,
mc_vertical answer_below_label,mc si_no,contact106,person >= 13 & !is.na(person_name07) & nzchar(trimws(person_name07)) & !is.na(person_name13) & nzchar(trimws(person_name13)),,¿`r person_name07` y `r person_name13` se conocen?,,,
mc_vertical answer_below_label,mc si_no,contact107,person >= 14 & !is.na(person_name07) & nzchar(trimws(person_name07)) & !is.na(person_name14) & nzchar(trimws(person_name14)),,¿`r person_name07` y `r person_name14` se conocen?,,,
mc_vertical answer_below_label,mc si_no,contact108,person >= 15 & !is.na(person_name07) & nzchar(trimws(person_name07)) & !is.na(person_name15) & nzchar(trimws(person_name15)),,¿`r person_name07` y `r person_name15` se conocen?,,,
mc_vertical answer_below_label,mc si_no,contact109,person >= 16 & !is.na(person_name07) & nzchar(trimws(person_name07)) & !is.na(person_name16) & nzchar(trimws(person_name16)),,¿`r person_name07` y `r person_name16` se conocen?,,,
mc_vertical answer_below_label,mc si_no,contact110,person >= 17 & !is.na(person_name07) & nzchar(trimws(person_name07)) & !is.na(person_name17) & nzchar(trimws(person_name17)),,¿`r person_name07` y `r person_name17` se conocen?,,,
mc_vertical answer_below_label,mc si_no,contact111,person >= 18 & !is.na(person_name07) & nzchar(trimws(person_name07)) & !is.na(person_name18) & nzchar(trimws(person_name18)),,¿`r person_name07` y `r person_name18` se conocen?,,,
mc_vertical answer_below_label,mc si_no,contact112,person >= 19 & !is.na(person_name07) & nzchar(trimws(person_name07)) & !is.na(person_name19) & nzchar(trimws(person_name19)),,¿`r person_name07` y `r person_name19` se conocen?,,,
mc_vertical answer_below_label,mc si_no,contact113,person >= 20 & !is.na(person_name07) & nzchar(trimws(person_name07)) & !is.na(person_name20) & nzchar(trimws(person_name20)),,¿`r person_name07` y `r person_name20` se conocen?,,,
mc_vertical answer_below_label,mc si_no,contact114,person >= 10 & !is.na(person_name08) & nzchar(trimws(person_name08)) & !is.na(person_name10) & nzchar(trimws(person_name10)),,¿`r person_name08` y `r person_name10` se conocen?,,,
mc_vertical answer_below_label,mc si_no,contact115,person >= 11 & !is.na(person_name08) & nzchar(trimws(person_name08)) & !is.na(person_name11) & nzchar(trimws(person_name11)),,¿`r person_name08` y `r person_name11` se conocen?,,,
mc_vertical answer_below_label,mc si_no,contact116,person >= 12 & !is.na(person_name08) & nzchar(trimws(person_name08)) & !is.na(person_name12) & nzchar(trimws(person_name12)),,¿`r person_name08` y `r person_name12` se conocen?,,,
mc_vertical answer_below_label,mc si_no,contact117,person >= 13 & !is.na(person_name08) & nzchar(trimws(person_name08)) & !is.na(person_name13) & nzchar(trimws(person_name13)),,¿`r person_name08` y `r person_name13` se conocen?,,,
mc_vertical answer_below_label,mc si_no,contact118,person >= 14 & !is.na(person_name08) & nzchar(trimws(person_name08)) & !is.na(person_name14) & nzchar(trimws(person_name14)),,¿`r person_name08` y `r person_name14` se conocen?,,,
mc_vertical answer_below_label,mc si_no,contact119,person >= 15 & !is.na(person_name08) & nzchar(trimws(person_name08)) & !is.na(person_name15) & nzchar(trimws(person_name15)),,¿`r person_name08` y `r person_name15` se conocen?,,,
mc_vertical answer_below_label,mc si_no,contact120,person >= 16 & !is.na(person_name08) & nzchar(trimws(person_name08)) & !is.na(person_name16) & nzchar(trimws(person_name16)),,¿`r person_name08` y `r person_name16` se conocen?,,,
mc_vertical answer_below_label,mc si_no,contact121,person >= 17 & !is.na(person_name08) & nzchar(trimws(person_name08)) & !is.na(person_name17) & nzchar(trimws(person_name17)),,¿`r person_name08` y `r person_name17` se conocen?,,,
mc_vertical answer_below_label,mc si_no,contact122,person >= 18 & !is.na(person_name08) & nzchar(trimws(person_name08)) & !is.na(person_name18) & nzchar(trimws(person_name18)),,¿`r person_name08` y `r person_name18` se conocen?,,,
mc_vertical answer_below_label,mc si_no,contact123,person >= 19 & !is.na(person_name08) & nzchar(trimws(person_name08)) & !is.na(person_name19) & nzchar(trimws(person_name19)),,¿`r person_name08` y `r person_name19` se conocen?,,,
mc_vertical answer_below_label,mc si_no,contact124,person >= 20 & !is.na(person_name08) & nzchar(trimws(person_name08)) & !is.na(person_name20) & nzchar(trimws(person_name20)),,¿`r person_name08` y `r person_name20` se conocen?,,,
mc_vertical answer_below_label,mc si_no,contact125,person >= 10 & !is.na(person_name09) & nzchar(trimws(person_name09)) & !is.na(person_name10) & nzchar(trimws(person_name10)),,¿`r person_name09` y `r person_name10` se conocen?,,,
mc_vertical answer_below_label,mc si_no,contact126,person >= 11 & !is.na(person_name09) & nzchar(trimws(person_name09)) & !is.na(person_name11) & nzchar(trimws(person_name11)),,¿`r person_name09` y `r person_name11` se conocen?,,,
mc_vertical answer_below_label,mc si_no,contact127,person >= 12 & !is.na(person_name09) & nzchar(trimws(person_name09)) & !is.na(person_name12) & nzchar(trimws(person_name12)),,¿`r person_name09` y `r person_name12` se conocen?,,,
mc_vertical answer_below_label,mc si_no,contact128,person >= 13 & !is.na(person_name09) & nzchar(trimws(person_name09)) & !is.na(person_name13) & nzchar(trimws(person_name13)),,¿`r person_name09` y `r person_name13` se conocen?,,,
mc_vertical answer_below_label,mc si_no,contact129,person >= 14 & !is.na(person_name09) & nzchar(trimws(person_name09)) & !is.na(person_name14) & nzchar(trimws(person_name14)),,¿`r person_name09` y `r person_name14` se conocen?,,,
mc_vertical answer_below_label,mc si_no,contact130,person >= 15 & !is.na(person_name09) & nzchar(trimws(person_name09)) & !is.na(person_name15) & nzchar(trimws(person_name15)),,¿`r person_name09` y `r person_name15` se conocen?,,,
mc_vertical answer_below_label,mc si_no,contact131,person >= 16 & !is.na(person_name09) & nzchar(trimws(person_name09)) & !is.na(person_name16) & nzchar(trimws(person_name16)),,¿`r person_name09` y `r person_name16` se conocen?,,,
mc_vertical answer_below_label,mc si_no,contact132,person >= 17 & !is.na(person_name09) & nzchar(trimws(person_name09)) & !is.na(person_name17) & nzchar(trimws(person_name17)),,¿`r person_name09` y `r person_name17` se conocen?,,,
mc_vertical answer_below_label,mc si_no,contact133,person >= 18 & !is.na(person_name09) & nzchar(trimws(person_name09)) & !is.na(person_name18) & nzchar(trimws(person_name18)),,¿`r person_name09` y `r person_name18` se conocen?,,,
mc_vertical answer_below_label,mc si_no,contact134,person >= 19 & !is.na(person_name09) & nzchar(trimws(person_name09)) & !is.na(person_name19) & nzchar(trimws(person_name19)),,¿`r person_name09` y `r person_name19` se conocen?,,,
mc_vertical answer_below_label,mc si_no,contact135,person >= 20 & !is.na(person_name09) & nzchar(trimws(person_name09)) & !is.na(person_name20) & nzchar(trimws(person_name20)),,¿`r person_name09` y `r person_name20` se conocen?,,,
,submit,inicio_03b,,,Siguiente,,,
mc_vertical answer_below_label,mc si_no,contact136,person >= 11 & !is.na(person_name10) & nzchar(trimws(person_name10)) & !is.na(person_name11) & nzchar(trimws(person_name11)),,¿`r person_name10` y `r person_name11` se conocen?,,,
mc_vertical answer_below_label,mc si_no,contact137,person >= 12 & !is.na(person_name10) & nzchar(trimws(person_name10)) & !is.na(person_name12) & nzchar(trimws(person_name12)),,¿`r person_name10` y `r person_name12` se conocen?,,,
mc_vertical answer_below_label,mc si_no,contact138,person >= 13 & !is.na(person_name10) & nzchar(trimws(person_name10)) & !is.na(person_name13) & nzchar(trimws(person_name13)),,¿`r person_name10` y `r person_name13` se conocen?,,,
mc_vertical answer_below_label,mc si_no,contact139,person >= 14 & !is.na(person_name10) & nzchar(trimws(person_name10)) & !is.na(person_name14) & nzchar(trimws(person_name14)),,¿`r person_name10` y `r person_name14` se conocen?,,,
mc_vertical answer_below_label,mc si_no,contact140,person >= 15 & !is.na(person_name10) & nzchar(trimws(person_name10)) & !is.na(person_name15) & nzchar(trimws(person_name15)),,¿`r person_name10` y `r person_name15` se conocen?,,,
mc_vertical answer_below_label,mc si_no,contact141,person >= 16 & !is.na(person_name10) & nzchar(trimws(person_name10)) & !is.na(person_name16) & nzchar(trimws(person_name16)),,¿`r person_name10` y `r person_name16` se conocen?,,,
mc_vertical answer_below_label,mc si_no,contact142,person >= 17 & !is.na(person_name10) & nzchar(trimws(person_name10)) & !is.na(person_name17) & nzchar(trimws(person_name17)),,¿`r person_name10` y `r person_name17` se conocen?,,,
mc_vertical answer_below_label,mc si_no,contact143,person >= 18 & !is.na(person_name10) & nzchar(trimws(person_name10)) & !is.na(person_name18) & nzchar(trimws(person_name18)),,¿`r person_name10` y `r person_name18` se conocen?,,,
mc_vertical answer_below_label,mc si_no,contact144,person >= 19 & !is.na(person_name10) & nzchar(trimws(person_name10)) & !is.na(person_name19) & nzchar(trimws(person_name19)),,¿`r person_name10` y `r person_name19` se conocen?,,,
mc_vertical answer_below_label,mc si_no,contact145,person >= 20 & !is.na(person_name10) & nzchar(trimws(person_name10)) & !is.na(person_name20) & nzchar(trimws(person_name20)),,¿`r person_name10` y `r person_name20` se conocen?,,,
mc_vertical answer_below_label,mc si_no,contact146,person >= 12 & !is.na(person_name11) & nzchar(trimws(person_name11)) & !is.na(person_name12) & nzchar(trimws(person_name12)),,¿`r person_name11` y `r person_name12` se conocen?,,,
mc_vertical answer_below_label,mc si_no,contact147,person >= 13 & !is.na(person_name11) & nzchar(trimws(person_name11)) & !is.na(person_name13) & nzchar(trimws(person_name13)),,¿`r person_name11` y `r person_name13` se conocen?,,,
mc_vertical answer_below_label,mc si_no,contact148,person >= 14 & !is.na(person_name11) & nzchar(trimws(person_name11)) & !is.na(person_name14) & nzchar(trimws(person_name14)),,¿`r person_name11` y `r person_name14` se conocen?,,,
mc_vertical answer_below_label,mc si_no,contact149,person >= 15 & !is.na(person_name11) & nzchar(trimws(person_name11)) & !is.na(person_name15) & nzchar(trimws(person_name15)),,¿`r person_name11` y `r person_name15` se conocen?,,,
mc_vertical answer_below_label,mc si_no,contact150,person >= 16 & !is.na(person_name11) & nzchar(trimws(person_name11)) & !is.na(person_name16) & nzchar(trimws(person_name16)),,¿`r person_name11` y `r person_name16` se conocen?,,,
mc_vertical answer_below_label,mc si_no,contact151,person >= 17 & !is.na(person_name11) & nzchar(trimws(person_name11)) & !is.na(person_name17) & nzchar(trimws(person_name17)),,¿`r person_name11` y `r person_name17` se conocen?,,,
mc_vertical answer_below_label,mc si_no,contact152,person >= 18 & !is.na(person_name11) & nzchar(trimws(person_name11)) & !is.na(person_name18) & nzchar(trimws(person_name18)),,¿`r person_name11` y `r person_name18` se conocen?,,,
mc_vertical answer_below_label,mc si_no,contact153,person >= 19 & !is.na(person_name11) & nzchar(trimws(person_name11)) & !is.na(person_name19) & nzchar(trimws(person_name19)),,¿`r person_name11` y `r person_name19` se conocen?,,,
mc_vertical answer_below_label,mc si_no,contact154,person >= 20 & !is.na(person_name11) & nzchar(trimws(person_name11)) & !is.na(person_name20) & nzchar(trimws(person_name20)),,¿`r person_name11` y `r person_name20` se conocen?,,,
mc_vertical answer_below_label,mc si_no,contact155,person >= 13 & !is.na(person_name12) & nzchar(trimws(person_name12)) & !is.na(person_name13) & nzchar(trimws(person_name13)),,¿`r person_name12` y `r person_name13` se conocen?,,,
mc_vertical answer_below_label,mc si_no,contact156,person >= 14 & !is.na(person_name12) & nzchar(trimws(person_name12)) & !is.na(person_name14) & nzchar(trimws(person_name14)),,¿`r person_name12` y `r person_name14` se conocen?,,,
mc_vertical answer_below_label,mc si_no,contact157,person >= 15 & !is.na(person_name12) & nzchar(trimws(person_name12)) & !is.na(person_name15) & nzchar(trimws(person_name15)),,¿`r person_name12` y `r person_name15` se conocen?,,,
mc_vertical answer_below_label,mc si_no,contact158,person >= 16 & !is.na(person_name12) & nzchar(trimws(person_name12)) & !is.na(person_name16) & nzchar(trimws(person_name16)),,¿`r person_name12` y `r person_name16` se conocen?,,,
mc_vertical answer_below_label,mc si_no,contact159,person >= 17 & !is.na(person_name12) & nzchar(trimws(person_name12)) & !is.na(person_name17) & nzchar(trimws(person_name17)),,¿`r person_name12` y `r person_name17` se conocen?,,,
mc_vertical answer_below_label,mc si_no,contact160,person >= 18 & !is.na(person_name12) & nzchar(trimws(person_name12)) & !is.na(person_name18) & nzchar(trimws(person_name18)),,¿`r person_name12` y `r person_name18` se conocen?,,,
mc_vertical answer_below_label,mc si_no,contact161,person >= 19 & !is.na(person_name12) & nzchar(trimws(person_name12)) & !is.na(person_name19) & nzchar(trimws(person_name19)),,¿`r person_name12` y `r person_name19` se conocen?,,,
mc_vertical answer_below_label,mc si_no,contact162,person >= 20 & !is.na(person_name12) & nzchar(trimws(person_name12)) & !is.na(person_name20) & nzchar(trimws(person_name20)),,¿`r person_name12` y `r person_name20` se conocen?,,,
mc_vertical answer_below_label,mc si_no,contact163,person >= 14 & !is.na(person_name13) & nzchar(trimws(person_name13)) & !is.na(person_name14) & nzchar(trimws(person_name14)),,¿`r person_name13` y `r person_name14` se conocen?,,,
mc_vertical answer_below_label,mc si_no,contact164,person >= 15 & !is.na(person_name13) & nzchar(trimws(person_name13)) & !is.na(person_name15) & nzchar(trimws(person_name15)),,¿`r person_name13` y `r person_name15` se conocen?,,,
mc_vertical answer_below_label,mc si_no,contact165,person >= 16 & !is.na(person_name13) & nzchar(trimws(person_name13)) & !is.na(person_name16) & nzchar(trimws(person_name16)),,¿`r person_name13` y `r person_name16` se conocen?,,,
mc_vertical answer_below_label,mc si_no,contact166,person >= 17 & !is.na(person_name13) & nzchar(trimws(person_name13)) & !is.na(person_name17) & nzchar(trimws(person_name17)),,¿`r person_name13` y `r person_name17` se conocen?,,,
mc_vertical answer_below_label,mc si_no,contact167,person >= 18 & !is.na(person_name13) & nzchar(trimws(person_name13)) & !is.na(person_name18) & nzchar(trimws(person_name18)),,¿`r person_name13` y `r person_name18` se conocen?,,,
mc_vertical answer_below_label,mc si_no,contact168,person >= 19 & !is.na(person_name13) & nzchar(trimws(person_name13)) & !is.na(person_name19) & nzchar(trimws(person_name19)),,¿`r person_name13` y `r person_name19` se conocen?,,,
mc_vertical answer_below_label,mc si_no,contact169,person >= 20 & !is.na(person_name13) & nzchar(trimws(person_name13)) & !is.na(person_name20) & nzchar(trimws(person_name20)),,¿`r person_name13` y `r person_name20` se conocen?,,,
mc_vertical answer_below_label,mc si_no,contact170,person >= 15 & !is.na(person_name14) & nzchar(trimws(person_name14)) & !is.na(person_name15) & nzchar(trimws(person_name15)),,¿`r person_name14` y `r person_name15` se conocen?,,,
mc_vertical answer_below_label,mc si_no,contact171,person >= 16 & !is.na(person_name14) & nzchar(trimws(person_name14)) & !is.na(person_name16) & nzchar(trimws(person_name16)),,¿`r person_name14` y `r person_name16` se conocen?,,,
mc_vertical answer_below_label,mc si_no,contact172,person >= 17 & !is.na(person_name14) & nzchar(trimws(person_name14)) & !is.na(person_name17) & nzchar(trimws(person_name17)),,¿`r person_name14` y `r person_name17` se conocen?,,,
mc_vertical answer_below_label,mc si_no,contact173,person >= 18 & !is.na(person_name14) & nzchar(trimws(person_name14)) & !is.na(person_name18) & nzchar(trimws(person_name18)),,¿`r person_name14` y `r person_name18` se conocen?,,,
mc_vertical answer_below_label,mc si_no,contact174,person >= 19 & !is.na(person_name14) & nzchar(trimws(person_name14)) & !is.na(person_name19) & nzchar(trimws(person_name19)),,¿`r person_name14` y `r person_name19` se conocen?,,,
mc_vertical answer_below_label,mc si_no,contact175,person >= 20 & !is.na(person_name14) & nzchar(trimws(person_name14)) & !is.na(person_name20) & nzchar(trimws(person_name20)),,¿`r person_name14` y `r person_name20` se conocen?,,,
mc_vertical answer_below_label,mc si_no,contact176,person >= 16 & !is.na(person_name15) & nzchar(trimws(person_name15)) & !is.na(person_name16) & nzchar(trimws(person_name16)),,¿`r person_name15` y `r person_name16` se conocen?,,,
mc_vertical answer_below_label,mc si_no,contact177,person >= 17 & !is.na(person_name15) & nzchar(trimws(person_name15)) & !is.na(person_name17) & nzchar(trimws(person_name17)),,¿`r person_name15` y `r person_name17` se conocen?,,,
mc_vertical answer_below_label,mc si_no,contact178,person >= 18 & !is.na(person_name15) & nzchar(trimws(person_name15)) & !is.na(person_name18) & nzchar(trimws(person_name18)),,¿`r person_name15` y `r person_name18` se conocen?,,,
mc_vertical answer_below_label,mc si_no,contact179,person >= 19 & !is.na(person_name15) & nzchar(trimws(person_name15)) & !is.na(person_name19) & nzchar(trimws(person_name19)),,¿`r person_name15` y `r person_name19` se conocen?,,,
mc_vertical answer_below_label,mc si_no,contact180,person >= 20 & !is.na(person_name15) & nzchar(trimws(person_name15)) & !is.na(person_name20) & nzchar(trimws(person_name20)),,¿`r person_name15` y `r person_name20` se conocen?,,,
mc_vertical answer_below_label,mc si_no,contact181,person >= 17 & !is.na(person_name16) & nzchar(trimws(person_name16)) & !is.na(person_name17) & nzchar(trimws(person_name17)),,¿`r person_name16` y `r person_name17` se conocen?,,,
mc_vertical answer_below_label,mc si_no,contact182,person >= 18 & !is.na(person_name16) & nzchar(trimws(person_name16)) & !is.na(person_name18) & nzchar(trimws(person_name18)),,¿`r person_name16` y `r person_name18` se conocen?,,,
mc_vertical answer_below_label,mc si_no,contact183,person >= 19 & !is.na(person_name16) & nzchar(trimws(person_name16)) & !is.na(person_name19) & nzchar(trimws(person_name19)),,¿`r person_name16` y `r person_name19` se conocen?,,,
mc_vertical answer_below_label,mc si_no,contact184,person >= 20 & !is.na(person_name16) & nzchar(trimws(person_name16)) & !is.na(person_name20) & nzchar(trimws(person_name20)),,¿`r person_name16` y `r person_name20` se conocen?,,,
mc_vertical answer_below_label,mc si_no,contact185,person >= 18 & !is.na(person_name17) & nzchar(trimws(person_name17)) & !is.na(person_name18) & nzchar(trimws(person_name18)),,¿`r person_name17` y `r person_name18` se conocen?,,,
mc_vertical answer_below_label,mc si_no,contact186,person >= 19 & !is.na(person_name17) & nzchar(trimws(person_name17)) & !is.na(person_name19) & nzchar(trimws(person_name19)),,¿`r person_name17` y `r person_name19` se conocen?,,,
mc_vertical answer_below_label,mc si_no,contact187,person >= 20 & !is.na(person_name17) & nzchar(trimws(person_name17)) & !is.na(person_name20) & nzchar(trimws(person_name20)),,¿`r person_name17` y `r person_name20` se conocen?,,,
mc_vertical answer_below_label,mc si_no,contact188,person >= 19 & !is.na(person_name18) & nzchar(trimws(person_name18)) & !is.na(person_name19) & nzchar(trimws(person_name19)),,¿`r person_name18` y `r person_name19` se conocen?,,,
mc_vertical answer_below_label,mc si_no,contact189,person >= 20 & !is.na(person_name18) & nzchar(trimws(person_name18)) & !is.na(person_name20) & nzchar(trimws(person_name20)),,¿`r person_name18` y `r person_name20` se conocen?,,,
mc_vertical answer_below_label,mc si_no,contact190,person >= 20 & !is.na(person_name19) & nzchar(trimws(person_name19)) & !is.na(person_name20) & nzchar(trimws(person_name20)),,¿`r person_name19` y `r person_name20` se conocen?,,,
left700,submit,submit01_1,,,Continuar,,,
,note,instruction_contact_2,,,"### A continuación, se le presentarán pares de las personas que usted mencionó que se conocen entre sí. Respecto a cada par, por favor indique qué tan cercana considera que es la relación entre ellas.",,,
answer_below_label,"rating_button 0,10,1",fuerza01,contact01==1,,"Usando una escala de 0 a 10, donde 0 es “ninguna cercanía” y 10 es “muy cercana”, ¿qué tan cercana diría que es la relación entre `r person_name01` y `r person_name02`?",,,
answer_below_label,"rating_button 0,10,1",fuerza02,contact02==1,,"Usando una escala de 0 a 10, donde 0 es “ninguna cercanía” y 10 es “muy cercana”, ¿qué tan cercana diría que es la relación entre `r person_name01` y `r person_name03`?",,,
answer_below_label,"rating_button 0,10,1",fuerza03,contact03==1,,"Usando una escala de 0 a 10, donde 0 es “ninguna cercanía” y 10 es “muy cercana”, ¿qué tan cercana diría que es la relación entre `r person_name01` y `r person_name04`?",,,
answer_below_label,"rating_button 0,10,1",fuerza04,contact04==1,,"Usando una escala de 0 a 10, donde 0 es “ninguna cercanía” y 10 es “muy cercana”, ¿qué tan cercana diría que es la relación entre `r person_name01` y `r person_name05`?",,,
answer_below_label,"rating_button 0,10,1",fuerza05,contact05==1,,"Usando una escala de 0 a 10, donde 0 es “ninguna cercanía” y 10 es “muy cercana”, ¿qué tan cercana diría que es la relación entre `r person_name01` y `r person_name06`?",,,
answer_below_label,"rating_button 0,10,1",fuerza06,contact06==1,,"Usando una escala de 0 a 10, donde 0 es “ninguna cercanía” y 10 es “muy cercana”, ¿qué tan cercana diría que es la relación entre `r person_name01` y `r person_name07`?",,,
answer_below_label,"rating_button 0,10,1",fuerza07,contact07==1,,"Usando una escala de 0 a 10, donde 0 es “ninguna cercanía” y 10 es “muy cercana”, ¿qué tan cercana diría que es la relación entre `r person_name01` y `r person_name08`?",,,
answer_below_label,"rating_button 0,10,1",fuerza08,contact08==1,,"Usando una escala de 0 a 10, donde 0 es “ninguna cercanía” y 10 es “muy cercana”, ¿qué tan cercana diría que es la relación entre `r person_name01` y `r person_name09`?",,,
answer_below_label,"rating_button 0,10,1",fuerza09,contact09==1,,"Usando una escala de 0 a 10, donde 0 es “ninguna cercanía” y 10 es “muy cercana”, ¿qué tan cercana diría que es la relación entre `r person_name02` y `r person_name03`?",,,
answer_below_label,"rating_button 0,10,1",fuerza10,contact10==1,,"Usando una escala de 0 a 10, donde 0 es “ninguna cercanía” y 10 es “muy cercana”, ¿qué tan cercana diría que es la relación entre `r person_name02` y `r person_name04`?",,,
answer_below_label,"rating_button 0,10,1",fuerza11,contact11==1,,"Usando una escala de 0 a 10, donde 0 es “ninguna cercanía” y 10 es “muy cercana”, ¿qué tan cercana diría que es la relación entre `r person_name02` y `r person_name05`?",,,
answer_below_label,"rating_button 0,10,1",fuerza12,contact12==1,,"Usando una escala de 0 a 10, donde 0 es “ninguna cercanía” y 10 es “muy cercana”, ¿qué tan cercana diría que es la relación entre `r person_name02` y `r person_name06`?",,,
answer_below_label,"rating_button 0,10,1",fuerza13,contact13==1,,"Usando una escala de 0 a 10, donde 0 es “ninguna cercanía” y 10 es “muy cercana”, ¿qué tan cercana diría que es la relación entre `r person_name02` y `r person_name07`?",,,
answer_below_label,"rating_button 0,10,1",fuerza14,contact14==1,,"Usando una escala de 0 a 10, donde 0 es “ninguna cercanía” y 10 es “muy cercana”, ¿qué tan cercana diría que es la relación entre `r person_name02` y `r person_name08`?",,,
answer_below_label,"rating_button 0,10,1",fuerza15,contact15==1,,"Usando una escala de 0 a 10, donde 0 es “ninguna cercanía” y 10 es “muy cercana”, ¿qué tan cercana diría que es la relación entre `r person_name02` y `r person_name09`?",,,
answer_below_label,"rating_button 0,10,1",fuerza16,contact16==1,,"Usando una escala de 0 a 10, donde 0 es “ninguna cercanía” y 10 es “muy cercana”, ¿qué tan cercana diría que es la relación entre `r person_name03` y `r person_name04`?",,,
answer_below_label,"rating_button 0,10,1",fuerza17,contact17==1,,"Usando una escala de 0 a 10, donde 0 es “ninguna cercanía” y 10 es “muy cercana”, ¿qué tan cercana diría que es la relación entre `r person_name03` y `r person_name05`?",,,
